Number,Date.Received.at.MDU,Farm,Batch,MDU.ID,Serotype,o_antigen,Phage.type,R.type,MLVA.Aus,SARDI.ID,Date.collected,Shed.and.pen,Type.of.shelter,Number.in.pen,age,Sample.type..i.,Sample.type.ii,Sample.type.iii,Indication,age2,
1155,8/20/12,WA0,5,2012-13196,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1259.5,7/27/12,,,,Weaner,faecal,,,,Weaner,
1156,8/20/12,WA0,5,2012-13197,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1260.1,7/27/12,,,,Weaner,faecal,,,,Weaner,
1157,8/20/12,WA0,5,2012-13198,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1260.2,7/27/12,,,,Weaner,faecal,,,,Weaner,
1158,8/20/12,WA0,5,2012-13199,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1260.3,7/27/12,,,,Weaner,faecal,,,,Weaner,
1159,8/20/12,WA0,5,2012-13200,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1260.4,7/27/12,,,,Weaner,faecal,,,,Weaner,
1160,8/20/12,WA0,5,2012-13201,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1260.5,7/27/12,,,,Weaner,faecal,,,,Weaner,
1161,8/20/12,WA0,5,2012-13202,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1261.1,7/27/12,,,,Weaner,faecal,,,,Weaner,
1162,8/20/12,WA0,5,2012-13203,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1261.2,7/27/12,,,,Weaner,faecal,,,,Weaner,
1163,8/20/12,WA0,5,2012-13204,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1261.3,7/27/12,,,,Weaner,faecal,,,,Weaner,
1164,8/20/12,WA0,5,2012-13205,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1261.4,7/27/12,,,,Weaner,faecal,,,,Weaner,
1165,8/20/12,WA0,5,2012-13206,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1261.5,7/27/12,,,,Weaner,faecal,,,,Weaner,
1166,8/20/12,WA0,5,2012-13207,?monophasic STm (rough),,,ASTSu,04-16-10-00-490,FS12-1262.1,7/27/12,,,,Weaner,faecal,,,,Weaner,
1167,8/20/12,WA0,5,2012-13208,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1262.2,7/27/12,,,,Weaner,faecal,,,,Weaner,
1168,8/20/12,WA0,5,2012-13209,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1262.3,7/27/12,,,,Weaner,faecal,,,,Weaner,
1169,8/20/12,WA0,5,2012-13210,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1262.4,7/27/12,,,,Weaner,faecal,,,,Weaner,
1170,8/20/12,WA0,5,2012-13211,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1262.5,7/27/12,,,,Weaner,faecal,,,,Weaner,
1171,8/20/12,WA0,5,2012-13212,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1263.1,7/27/12,,,,Weaner,faecal,,,,Weaner,
1172,8/20/12,WA0,5,2012-13213,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1263.2,7/27/12,,,,Weaner,faecal,,,,Weaner,
1173,8/20/12,WA0,5,2012-13214,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1263.3,7/27/12,,,,Weaner,faecal,,,,Weaner,
1174,8/20/12,WA0,5,2012-13215,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1263.4,7/27/12,,,,Weaner,faecal,,,,Weaner,
1175,8/20/12,WA0,5,2012-13216,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1263.5,7/27/12,,,,Weaner,faecal,,,,Weaner,
1176,8/20/12,WA0,5,2012-13217,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1265.1,7/27/12,,,,Grower,faecal,,,,Grower,
1177,8/20/12,WA0,5,2012-13218,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1265.2,7/27/12,,,,Grower,faecal,,,,Grower,
1178,8/20/12,WA0,5,2012-13219,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1265.3,7/27/12,,,,Grower,faecal,,,,Grower,
1179,8/20/12,WA0,5,2012-13220,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1265.4,7/27/12,,,,Grower,faecal,,,,Grower,
1180,8/20/12,WA0,5,2012-13221,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1265.5,7/27/12,,,,Grower,faecal,,,,Grower,
1181,8/20/12,WA0,5,2012-13222,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1266.1,7/27/12,,,,Grower,faecal,,,,Grower,
1182,8/20/12,WA0,5,2012-13223,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1266.2,7/27/12,,,,Grower,faecal,,,,Grower,
1183,8/20/12,WA0,5,2012-13224,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1266.3,7/27/12,,,,Grower,faecal,,,,Grower,
1184,8/20/12,WA0,5,2012-13225,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1266.4,7/27/12,,,,Grower,faecal,,,,Grower,
1185,8/20/12,WA0,5,2012-13226,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1266.5,7/27/12,,,,Grower,faecal,,,,Grower,
1186,8/20/12,WA0,5,2012-13227,mSTm,,193,ASTSu,04-18-11-00-490,FS12-1268.1,7/27/12,,,,Grower,faecal,,,,Grower,
1187,8/20/12,WA0,5,2012-13228,mSTm,,193,ASTSu,04-18-11-00-490,FS12-1268.2,7/27/12,,,,Grower,faecal,,,,Grower,
1188,8/20/12,WA0,5,2012-13229,mSTm,,193,ASTSu,04-18-11-00-490,FS12-1268.3,7/27/12,,,,Grower,faecal,,,,Grower,
1189,8/20/12,WA0,5,2012-13230,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1268.4,7/27/12,,,,Grower,faecal,,,,Grower,
1190,8/20/12,WA0,5,2012-13231,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1268.5,7/27/12,,,,Grower,faecal,,,,Grower,
1191,8/20/12,WA0,5,2012-13232,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1271.1,7/27/12,,,,Finisher,faecal,,,,Finisher,
1192,8/20/12,WA0,5,2012-13233,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1271.2,7/27/12,,,,Finisher,faecal,,,,Finisher,
1193,8/20/12,WA0,5,2012-13234,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1271.3,7/27/12,,,,Finisher,faecal,,,,Finisher,
1194,8/20/12,WA0,5,2012-13235,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1271.4,7/27/12,,,,Finisher,faecal,,,,Finisher,
1195,8/20/12,WA0,5,2012-13236,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1271.5,7/27/12,,,,Finisher,faecal,,,,Finisher,
1196,8/20/12,WA0,5,2012-13237,mSTm,,193,ASTSu,04-15-11-00-490,FS12-1275.1,7/27/12,,,,Finisher,faecal,,,,Finisher,
1197,8/20/12,WA0,5,2012-13238,mSTm,,193,ASTSu,04-15-11-00-490,FS12-1275.2,7/27/12,,,,Finisher,faecal,,,,Finisher,
1198,8/20/12,WA0,5,2012-13239,mSTm,,193,ASTSu,04-15-11-00-490,FS12-1275.3,7/27/12,,,,Finisher,faecal,,,,Finisher,
1199,8/20/12,WA0,5,2012-13240,mSTm,,193,ASTSu,04-15-11-00-490,FS12-1275.4,7/27/12,,,,Finisher,faecal,,,,Finisher,
1200,8/20/12,WA0,5,2012-13241,mSTm,,193,ASTSu,04-15-11-00-490,FS12-1275.5,7/27/12,,,,Finisher,faecal,,,,Finisher,
1201,11/15/12,WA0,6,2012-18785,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1562.1,10/15/12,,,,,,,,,,
1202,11/15/12,WA0,6,2012-18786,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1562.2,10/15/12,,,,,,,,,,
1203,11/15/12,WA0,6,2012-18787,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1562.3,10/15/12,,,,,,,,,,
1204,11/15/12,WA0,6,2012-18788,mSTm,,193,ASTSu,04-16-10-00-490,FS12-1562.4,10/15/12,,,,,,,,,,
1205,11/15/12,WA0,6,2012-18789,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1562.5,10/15/12,,,,,,,,,,
1206,11/15/12,WA0,6,2012-18790,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1562.6,10/15/12,,,,,,,,,,
1207,11/15/12,WA0,6,2012-18791,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1562.7,10/15/12,,,,,,,,,,
1208,11/15/12,WA0,6,2012-18792,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1562.8,10/15/12,,,,,,,,,,
1209,11/15/12,WA0,6,2012-18793,mSTm,,193,ASTSu,04-16-10-00-490,FS12-1562.9,10/15/12,,,,,,,,,,
1210,11/15/12,WA0,6,2012-18794,mSTm,,193,ASTSu,04-16-11-00-490,FS12-1562.10,10/15/12,,,,,,,,,,
1211,12/12/14,WA3,1,13-23685,S. Tm,,193*(poolo-),ASTCSuTmSp,05-14-12-12-490,FS13-4081.1,11/24/13,TBC,TBC,TBC,13 wk,faecal,pooled,5,Previous isolation of STm 193,13,
1212,12/12/14,WA3,1,13-23686,nt,,nt,nt,nt,FS13-4081.2,11/24/13,TBC,TBC,TBC,13 wk,faecal,pooled,5,Previous isolation of STm 193,13,
1213,12/12/14,WA3,1,13-23687,nt,,nt,nt,nt,FS13-4081.3,11/24/13,TBC,TBC,TBC,13 wk,faecal,pooled,5,Previous isolation of STm 193,13,
1214,12/12/14,WA3,1,13-23688,nt,,nt,nt,nt,FS13-4081.4,11/24/13,TBC,TBC,TBC,13 wk,faecal,pooled,5,Previous isolation of STm 193,13,
1215,12/12/14,WA3,1,13-23689,nt,,nt,nt,nt,FS13-4081.5,11/24/13,TBC,TBC,TBC,13 wk,faecal,pooled,5,Previous isolation of STm 193,13,
1216,12/12/14,WA3,1,13-23690,nt,,nt,nt,nt,FS13-4081.6,11/24/13,TBC,TBC,TBC,13 wk,faecal,pooled,5,Previous isolation of STm 193,13,
1217,12/12/14,WA3,1,13-23691,nt,,nt,nt,nt,FS13-4081.7,11/24/13,TBC,TBC,TBC,13 wk,faecal,pooled,5,Previous isolation of STm 193,13,
1218,12/12/14,WA3,1,13-23692,nt,,nt,nt,nt,FS13-4081.8,11/24/13,TBC,TBC,TBC,13 wk,faecal,pooled,5,Previous isolation of STm 193,13,
1219,12/12/14,WA3,1,13-23693,nt,,nt,nt,nt,FS13-4081.9,11/24/13,TBC,TBC,TBC,13 wk,faecal,pooled,5,Previous isolation of STm 193,13,
1220,12/12/14,WA3,1,13-23694,nt,,nt,nt,nt,FS13-4081.10,11/24/13,TBC,TBC,TBC,13 wk,faecal,pooled,5,Previous isolation of STm 193,13,
1221,12/12/14,WA3,1,13-23695,S. Tm,,193*(poolo-),ASTSuTmSp,05-14-12-12-490,FS13-4082.1,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1222,12/12/14,WA3,1,13-23696,nt,,nt,nt,nt,FS13-4082.2,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1223,12/12/14,WA3,1,13-23697,nt,,nt,nt,nt,FS13-4082.3,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1224,12/12/14,WA3,1,13-23698,nt,,nt,nt,nt,FS13-4082.4,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1225,12/12/14,WA3,1,13-23699,nt,,nt,nt,nt,FS13-4082.5,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1226,12/12/14,WA3,1,13-23700,nt,,nt,nt,nt,FS13-4082.6,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1227,12/12/14,WA3,1,13-23701,nt,,nt,nt,nt,FS13-4082.7,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1228,12/12/14,WA3,1,13-23702,nt,,nt,nt,nt,FS13-4082.8,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1229,12/12/14,WA3,1,13-23703,nt,,nt,nt,nt,FS13-4082.9,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1230,12/12/14,WA3,1,13-23704,nt,,nt,nt,nt,FS13-4082.10,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1231,12/12/14,WA3,1,13-23705,S. Tm,,193*(poolo-),ASTSuTmSpG,05-14-12-12-490,FS13-4083.1,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1232,12/12/14,WA3,1,13-23706,nt,,nt,nt,nt,FS13-4083.2,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1233,12/12/14,WA3,1,13-23707,nt,,nt,nt,nt,FS13-4083.3,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1234,12/12/14,WA3,1,13-23708,nt,,nt,nt,nt,FS13-4083.4,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1235,12/12/14,WA3,1,13-23709,nt,,nt,nt,nt,FS13-4083.5,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1236,12/12/14,WA3,1,13-23710,nt,,nt,nt,nt,FS13-4083.6,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1237,12/12/14,WA3,1,13-23711,nt,,nt,nt,nt,FS13-4083.7,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1238,12/12/14,WA3,1,13-23712,nt,,nt,nt,nt,FS13-4083.8,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1239,12/12/14,WA3,1,13-23713,nt,,nt,nt,nt,FS13-4083.9,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1240,12/12/14,WA3,1,13-23714,nt,,nt,nt,nt,FS13-4083.10,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1241,12/12/14,WA3,1,13-23715,S. Tm,,193*(poolo-),ASTSuTmSp,05-14-12-12-490,FS13-4084.1,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1242,12/12/14,WA3,1,13-23716,nt,,nt,nt,nt,FS13-4084.2,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1243,12/12/14,WA3,1,13-23717,nt,,nt,nt,nt,FS13-4084.3,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1244,12/12/14,WA3,1,13-23718,nt,,nt,nt,nt,FS13-4084.4,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1245,12/12/14,WA3,1,13-23719,nt,,nt,nt,nt,FS13-4084.5,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1246,12/12/14,WA3,1,13-23720,nt,,nt,nt,nt,FS13-4084.6,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1247,12/12/14,WA3,1,13-23721,nt,,nt,nt,nt,FS13-4084.7,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1248,12/12/14,WA3,1,13-23722,nt,,nt,nt,nt,FS13-4084.8,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1249,12/12/14,WA3,1,13-23723,nt,,nt,nt,nt,FS13-4084.9,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1250,12/12/14,WA3,1,13-23724,nt,,nt,nt,nt,FS13-4084.10,11/24/13,TBC,TBC,TBC,16 wk,faecal,pooled,5,Previous isolation of STm 193,16,
1251,12/12/14,WA3,1,13-23725,S. Tm,,193*(poolo-),ASTSuTmSp,05-14-12-12-490,FS13-4085.1,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1252,12/12/14,WA3,1,13-23726,nt,,nt,nt,nt,FS13-4085.2,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1253,12/12/14,WA3,1,13-23727,nt,,nt,nt,nt,FS13-4085.3,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1254,12/12/14,WA3,1,13-23728,nt,,nt,nt,nt,FS13-4085.4,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1255,12/12/14,WA3,1,13-23729,nt,,nt,nt,nt,FS13-4085.5,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1256,12/12/14,WA3,1,13-23730,nt,,nt,nt,nt,FS13-4085.6,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1257,12/12/14,WA3,1,13-23731,nt,,nt,nt,nt,FS13-4085.7,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1258,12/12/14,WA3,1,13-23732,nt,,nt,nt,nt,FS13-4085.8,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1259,12/12/14,WA3,1,13-23733,nt,,nt,nt,nt,FS13-4085.9,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1260,12/12/14,WA3,1,13-23734,nt,,nt,nt,nt,FS13-4085.10,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1261,12/12/14,WA3,1,13-23735,S. Tm,,193*(poolo-),ASTSuTmSp,05-14-12-12-490,FS13-4086.1,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1262,12/12/14,WA3,1,13-23736,nt,,nt,nt,nt,FS13-4086.2,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1263,12/12/14,WA3,1,13-23737,nt,,nt,nt,nt,FS13-4086.3,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1264,12/12/14,WA3,1,13-23738,nt,,nt,nt,nt,FS13-4086.4,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1265,12/12/14,WA3,1,13-23739,nt,,nt,nt,nt,FS13-4086.5,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1266,12/12/14,WA3,1,13-23740,nt,,nt,nt,nt,FS13-4086.6,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1267,12/12/14,WA3,1,13-23741,nt,,nt,nt,nt,FS13-4086.7,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1268,12/12/14,WA3,1,13-23742,nt,,nt,nt,nt,FS13-4086.8,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1269,12/12/14,WA3,1,13-23743,nt,,nt,nt,nt,FS13-4086.9,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1270,12/12/14,WA3,1,13-23744,nt,,nt,nt,nt,FS13-4086.10,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1271,12/12/14,WA3,1,13-23745,S. Tm,,193*(poolo-),ASTSuTmSp,05-14-12-12-490,FS13-4087.1,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1272,12/12/14,WA3,1,13-23746,nt,,nt,nt,nt,FS13-4087.2,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1273,12/12/14,WA3,1,13-23747,nt,,nt,nt,nt,FS13-4087.3,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1274,12/12/14,WA3,1,13-23748,nt,,nt,nt,nt,FS13-4087.4,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1275,12/12/14,WA3,1,13-23749,nt,,nt,nt,nt,FS13-4087.5,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1276,12/12/14,WA3,1,13-23750,nt,,nt,nt,nt,FS13-4087.6,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1277,12/12/14,WA3,1,13-23751,nt,,nt,nt,nt,FS13-4087.7,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1278,12/12/14,WA3,1,13-23752,nt,,nt,nt,nt,FS13-4087.8,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1279,12/12/14,WA3,1,13-23753,nt,,nt,nt,nt,FS13-4087.9,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1280,12/12/14,WA3,1,13-23754,nt,,nt,nt,nt,FS13-4087.10,11/24/13,TBC,TBC,TBC,19 wk,faecal,pooled,5,Previous isolation of STm 193,19,
1281,12/12/14,WA3,1,13-23755,S. Tm,,193*(poolo-),ASTSuTmSp,05-14-12-12-490,FS13-4088.1,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1282,12/12/14,WA3,1,13-23756,nt,,nt,nt,nt,FS13-4088.2,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1283,12/12/14,WA3,1,13-23757,nt,,nt,nt,nt,FS13-4088.3,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1284,12/12/14,WA3,1,13-23758,nt,,nt,nt,nt,FS13-4088.4,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1285,12/12/14,WA3,1,13-23759,nt,,nt,nt,nt,FS13-4088.5,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1286,12/12/14,WA3,1,13-23760,nt,,nt,nt,nt,FS13-4088.6,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1287,12/12/14,WA3,1,13-23761,nt,,nt,nt,nt,FS13-4088.7,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1288,12/12/14,WA3,1,13-23762,nt,,nt,nt,nt,FS13-4088.8,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1289,12/12/14,WA3,1,13-23763,nt,,nt,nt,nt,FS13-4088.9,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1290,12/12/14,WA3,1,13-23764,nt,,nt,nt,nt,FS13-4088.10,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1291,12/12/14,WA3,1,13-23765,S. Tm,,193*(poolo-),ASTSuTmSpG,05-14-12-12-490,FS13-4089.1,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1292,12/12/14,WA3,1,13-23766,nt,,nt,nt,nt,FS13-4089.2,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1293,12/12/14,WA3,1,13-23767,nt,,nt,nt,nt,FS13-4089.3,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1294,12/12/14,WA3,1,13-23768,nt,,nt,nt,nt,FS13-4089.4,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1295,12/12/14,WA3,1,13-23769,nt,,nt,nt,nt,FS13-4089.5,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1296,12/12/14,WA3,1,13-23770,nt,,nt,nt,nt,FS13-4089.6,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1297,12/12/14,WA3,1,13-23771,nt,,nt,nt,nt,FS13-4089.7,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1298,12/12/14,WA3,1,13-23772,nt,,nt,nt,nt,FS13-4089.8,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1299,12/12/14,WA3,1,13-23773,nt,,nt,nt,nt,FS13-4089.9,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1300,12/12/14,WA3,1,13-23774,nt,,nt,nt,nt,FS13-4089.10,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1301,12/12/14,WA3,1,13-23775,S. Tm,,193*(poolo-),ASTSuTmSpG,05-14-12-12-490,FS13-4090.1,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1302,12/12/14,WA3,1,13-23776,nt,,nt,nt,nt,FS13-4090.2,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1303,12/12/14,WA3,1,13-23777,nt,,nt,nt,nt,FS13-4090.3,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1304,12/12/14,WA3,1,13-23778,nt,,nt,nt,nt,FS13-4090.4,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1305,12/12/14,WA3,1,13-23779,nt,,nt,nt,nt,FS13-4090.5,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1306,12/12/14,WA3,1,13-23780,nt,,nt,nt,nt,FS13-4090.6,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1307,12/12/14,WA3,1,13-23781,nt,,nt,nt,nt,FS13-4090.7,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1308,12/12/14,WA3,1,13-23782,nt,,nt,nt,nt,FS13-4090.8,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1309,12/12/14,WA3,1,13-23783,nt,,nt,nt,nt,FS13-4090.9,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1310,12/12/14,WA3,1,13-23784,nt,,nt,nt,nt,FS13-4090.10,11/24/13,TBC,TBC,TBC,20-22 wk,faecal,pooled,5,Previous isolation of STm 193,20-22,
1311,12/12/14,SA3,1,13-23635,mSTm,"4,5,12:i:-",193,ASTSu,04-14-12-00-490,FS13-3919.1,11/20/13,Ecoshelter,deep bed,200,6 wk,faecal,pooled,6,Previous study isolation mSTm,6,
